	mean	sd	hpd_5%	hpd_95%	mcse_mean	mcse_sd	ess_mean	ess_sd	ess_bulk	ess_tail	r_hat
ŷ[189]	0.775	0.041	0.708	0.841	0.0	0.0	15770.0	15770.0	15937.0	7702.0	1.0
ŷ[190]	0.775	0.041	0.708	0.841	0.0	0.0	15770.0	15770.0	15937.0	7702.0	1.0
ŷ[191]	0.775	0.041	0.708	0.841	0.0	0.0	15770.0	15770.0	15937.0	7702.0	1.0
ŷ[192]	0.714	0.038	0.652	0.776	0.0	0.0	14892.0	14892.0	14983.0	9324.0	1.0
ŷ[193]	0.714	0.038	0.652	0.776	0.0	0.0	14892.0	14892.0	14983.0	9324.0	1.0
ŷ[194]	0.714	0.038	0.652	0.776	0.0	0.0	14892.0	14892.0	14983.0	9324.0	1.0
ŷ[195]	0.714	0.038	0.652	0.776	0.0	0.0	14892.0	14892.0	14983.0	9324.0	1.0
ŷ[196]	0.714	0.038	0.652	0.776	0.0	0.0	14892.0	14892.0	14983.0	9324.0	1.0
ŷ[197]	0.387	0.054	0.298	0.477	0.001	0.0	8308.0	8308.0	8307.0	8103.0	1.0
ŷ[198]	0.562	0.05	0.479	0.645	0.001	0.0	8829.0	8829.0	8856.0	9188.0	1.0
ŷ[199]	0.615	0.077	0.491	0.742	0.001	0.0	17709.0	16978.0	17532.0	7852.0	1.0
ŷ[200]	0.711	0.066	0.604	0.821	0.001	0.0	15916.0	15916.0	16151.0	8287.0	1.0
ŷ[201]	0.617	0.055	0.525	0.705	0.001	0.0	6971.0	6971.0	7017.0	8505.0	1.0
ŷ[202]	0.686	0.068	0.572	0.794	0.001	0.0	15019.0	15019.0	15027.0	8212.0	1.0
ŷ[203]	0.488	0.068	0.374	0.596	0.001	0.0	11310.0	11224.0	11315.0	7757.0	1.0
ŷ[204]	0.444	0.079	0.312	0.571	0.001	0.001	10244.0	10244.0	10264.0	8652.0	1.0
ŷ[205]	0.791	0.038	0.728	0.851	0.0	0.0	16674.0	16674.0	16891.0	7879.0	1.0
ŷ[206]	0.791	0.038	0.728	0.851	0.0	0.0	16674.0	16674.0	16891.0	7879.0	1.0
ŷ[207]	0.791	0.038	0.728	0.851	0.0	0.0	16674.0	16674.0	16891.0	7879.0	1.0
ŷ[208]	0.733	0.035	0.677	0.792	0.0	0.0	15368.0	15368.0	15392.0	8749.0	1.0
ŷ[209]	0.733	0.035	0.677	0.792	0.0	0.0	15368.0	15368.0	15392.0	8749.0	1.0
ŷ[210]	0.733	0.035	0.677	0.792	0.0	0.0	15368.0	15368.0	15392.0	8749.0	1.0
ŷ[211]	0.733	0.035	0.677	0.792	0.0	0.0	15368.0	15368.0	15392.0	8749.0	1.0
ŷ[212]	0.733	0.035	0.677	0.792	0.0	0.0	15368.0	15368.0	15392.0	8749.0	1.0
ŷ[213]	0.375	0.062	0.276	0.479	0.001	0.001	6418.0	6282.0	6424.0	8410.0	1.0
ŷ[214]	0.347	0.055	0.254	0.433	0.001	0.001	5205.0	5197.0	5200.0	8319.0	1.0
ŷ[215]	0.339	0.06	0.236	0.434	0.001	0.0	8196.0	8092.0	8221.0	8031.0	1.0
ŷ[216]	0.312	0.053	0.222	0.396	0.001	0.0	6898.0	6898.0	6906.0	7952.0	1.0
ŷ[217]	0.483	0.065	0.374	0.586	0.001	0.001	7710.0	7654.0	7710.0	8730.0	1.0
ŷ[218]	0.453	0.058	0.358	0.55	0.001	0.001	6003.0	6003.0	6021.0	8129.0	1.0
ŷ[219]	0.345	0.059	0.25	0.443	0.001	0.0	7489.0	7489.0	7497.0	8117.0	1.0
ŷ[220]	0.318	0.052	0.237	0.408	0.001	0.0	6349.0	6349.0	6372.0	7725.0	1.0
ŷ[221]	0.393	0.061	0.293	0.492	0.001	0.0	7923.0	7923.0	7922.0	8622.0	1.0
ŷ[222]	0.365	0.054	0.279	0.458	0.001	0.0	6507.0	6507.0	6527.0	8434.0	1.0
ŷ[223]	0.478	0.065	0.37	0.581	0.001	0.001	8385.0	8307.0	8377.0	8871.0	1.0
ŷ[224]	0.448	0.059	0.349	0.543	0.001	0.001	6702.0	6702.0	6720.0	7712.0	1.0
ŷ[225]	0.24	0.041	0.17	0.302	0.0	0.0	11926.0	11873.0	11837.0	9085.0	1.0
ŷ[226]	0.391	0.052	0.3	0.47	0.0	0.0	11125.0	11125.0	11058.0	8602.0	1.0
ŷ[227]	0.328	0.051	0.242	0.407	0.0	0.0	10621.0	10506.0	10655.0	8455.0	1.0
ŷ[228]	0.498	0.053	0.407	0.582	0.0	0.0	11759.0	11691.0	11745.0	9109.0	1.0
ŷ[229]	0.383	0.055	0.293	0.474	0.0	0.0	15467.0	15450.0	15369.0	8895.0	1.0
ŷ[230]	0.558	0.053	0.472	0.647	0.0	0.0	15003.0	14930.0	15011.0	8787.0	1.0
ŷ[231]	0.223	0.039	0.159	0.286	0.0	0.0	8626.0	8626.0	8580.0	8635.0	1.0
ŷ[232]	0.369	0.05	0.29	0.455	0.001	0.0	9075.0	9075.0	9047.0	9148.0	1.0
ŷ[233]	0.727	0.034	0.672	0.782	0.0	0.0	13262.0	13227.0	13253.0	8659.0	1.0
ŷ[234]	0.727	0.034	0.672	0.782	0.0	0.0	13262.0	13227.0	13253.0	8659.0	1.0
ŷ[235]	0.727	0.034	0.672	0.782	0.0	0.0	13262.0	13227.0	13253.0	8659.0	1.0
ŷ[236]	0.727	0.034	0.672	0.782	0.0	0.0	13262.0	13227.0	13253.0	8659.0	1.0
ŷ[237]	0.727	0.034	0.672	0.782	0.0	0.0	13262.0	13227.0	13253.0	8659.0	1.0
ŷ[238]	0.727	0.034	0.672	0.782	0.0	0.0	13262.0	13227.0	13253.0	8659.0	1.0
ŷ[239]	0.272	0.047	0.193	0.345	0.001	0.0	7999.0	7999.0	7989.0	8844.0	1.0
ŷ[240]	0.431	0.053	0.346	0.518	0.001	0.0	9237.0	9237.0	9238.0	8434.0	1.0
ŷ[241]	0.673	0.037	0.609	0.731	0.0	0.0	13098.0	13098.0	13135.0	8369.0	1.0
ŷ[242]	0.673	0.037	0.609	0.731	0.0	0.0	13098.0	13098.0	13135.0	8369.0	1.0
ŷ[243]	0.673	0.037	0.609	0.731	0.0	0.0	13098.0	13098.0	13135.0	8369.0	1.0
ŷ[244]	0.673	0.037	0.609	0.731	0.0	0.0	13098.0	13098.0	13135.0	8369.0	1.0
ŷ[245]	0.673	0.037	0.609	0.731	0.0	0.0	13098.0	13098.0	13135.0	8369.0	1.0
ŷ[246]	0.673	0.037	0.609	0.731	0.0	0.0	13098.0	13098.0	13135.0	8369.0	1.0
ŷ[247]	0.339	0.051	0.256	0.425	0.001	0.0	9841.0	9841.0	9868.0	9083.0	1.0
ŷ[248]	0.51	0.053	0.425	0.598	0.001	0.0	9940.0	9940.0	9944.0	9140.0	1.0
ŷ[249]	0.729	0.033	0.676	0.783	0.0	0.0	14199.0	14199.0	14208.0	8661.0	1.0
ŷ[250]	0.729	0.033	0.676	0.783	0.0	0.0	14199.0	14199.0	14208.0	8661.0	1.0
ŷ[251]	0.729	0.033	0.676	0.783	0.0	0.0	14199.0	14199.0	14208.0	8661.0	1.0
ŷ[252]	0.729	0.033	0.676	0.783	0.0	0.0	14199.0	14199.0	14208.0	8661.0	1.0
ŷ[253]	0.729	0.033	0.676	0.783	0.0	0.0	14199.0	14199.0	14208.0	8661.0	1.0
ŷ[254]	0.729	0.033	0.676	0.783	0.0	0.0	14199.0	14199.0	14208.0	8661.0	1.0
ŷ[255]	0.244	0.038	0.179	0.305	0.0	0.0	10154.0	10073.0	10167.0	8773.0	1.0
ŷ[256]	0.396	0.049	0.317	0.477	0.001	0.0	7902.0	7780.0	7993.0	8141.0	1.0
ŷ[257]	0.467	0.068	0.354	0.578	0.001	0.0	14913.0	14453.0	14941.0	7786.0	1.0
ŷ[258]	0.444	0.066	0.331	0.549	0.001	0.0	16448.0	16139.0	16470.0	7565.0	1.0
ŷ[259]	0.623	0.05	0.538	0.704	0.0	0.0	12702.0	12702.0	12777.0	8115.0	1.0
ŷ[260]	0.724	0.064	0.62	0.83	0.0	0.0	17180.0	17180.0	17238.0	6727.0	1.0
ŷ[261]	0.686	0.047	0.609	0.761	0.0	0.0	17722.0	17668.0	17691.0	9033.0	1.0
ŷ[262]	0.686	0.047	0.609	0.761	0.0	0.0	17722.0	17668.0	17691.0	9033.0	1.0
ŷ[263]	0.686	0.047	0.609	0.761	0.0	0.0	17722.0	17668.0	17691.0	9033.0	1.0
ŷ[264]	0.295	0.046	0.218	0.37	0.0	0.0	9013.0	8909.0	9042.0	8421.0	1.0
ŷ[265]	0.46	0.051	0.377	0.543	0.001	0.0	7916.0	7864.0	7932.0	8509.0	1.0
ŷ[266]	0.41	0.066	0.297	0.516	0.001	0.0	15564.0	14667.0	15646.0	7940.0	1.0
ŷ[267]	0.387	0.065	0.282	0.496	0.0	0.0	17224.0	16580.0	17196.0	8154.0	1.0
ŷ[268]	0.566	0.052	0.481	0.653	0.0	0.0	12841.0	12841.0	12854.0	8232.0	1.0
ŷ[269]	0.67	0.071	0.559	0.791	0.001	0.0	17171.0	17074.0	17219.0	6945.0	1.0
ŷ[270]	0.628	0.05	0.55	0.716	0.0	0.0	16867.0	16709.0	16873.0	8707.0	1.0
ŷ[271]	0.628	0.05	0.55	0.716	0.0	0.0	16867.0	16709.0	16873.0	8707.0	1.0
ŷ[272]	0.628	0.05	0.55	0.716	0.0	0.0	16867.0	16709.0	16873.0	8707.0	1.0
ŷ[273]	0.365	0.051	0.279	0.446	0.0	0.0	12152.0	12004.0	12191.0	9354.0	1.0
ŷ[274]	0.539	0.051	0.456	0.623	0.001	0.0	9168.0	9021.0	9245.0	8629.0	1.0
ŷ[275]	0.447	0.068	0.335	0.557	0.001	0.0	16520.0	15924.0	16594.0	8208.0	1.0
ŷ[276]	0.424	0.066	0.315	0.532	0.0	0.0	18205.0	17532.0	18239.0	7817.0	1.0
ŷ[277]	0.603	0.051	0.519	0.686	0.0	0.0	13701.0	13701.0	13779.0	8613.0	1.0
ŷ[278]	0.726	0.064	0.63	0.837	0.0	0.0	16987.0	16976.0	16975.0	7141.0	1.0
ŷ[279]	0.688	0.047	0.612	0.765	0.0	0.0	17522.0	17386.0	17436.0	8393.0	1.0
ŷ[280]	0.688	0.047	0.612	0.765	0.0	0.0	17522.0	17386.0	17436.0	8393.0	1.0
ŷ[281]	0.688	0.047	0.612	0.765	0.0	0.0	17522.0	17386.0	17436.0	8393.0	1.0
ŷ[282]	0.726	0.047	0.65	0.804	0.0	0.0	13361.0	13361.0	13518.0	8991.0	1.0
ŷ[283]	0.593	0.056	0.502	0.686	0.0	0.0	14793.0	14455.0	14718.0	7958.0	1.0
ŷ[284]	0.652	0.054	0.566	0.742	0.0	0.0	13981.0	13842.0	13928.0	8154.0	1.0
ŷ[285]	0.508	0.059	0.413	0.605	0.0	0.0	14414.0	13985.0	14407.0	8348.0	1.0
ŷ[286]	0.699	0.049	0.622	0.784	0.0	0.0	14468.0	14468.0	14549.0	8104.0	1.0
ŷ[287]	0.561	0.057	0.462	0.651	0.0	0.0	16367.0	16004.0	16249.0	8340.0	1.0
ŷ[288]	0.778	0.043	0.705	0.844	0.0	0.0	12420.0	12418.0	12398.0	8782.0	1.0
ŷ[289]	0.659	0.053	0.57	0.744	0.0	0.0	12888.0	12868.0	12891.0	7858.0	1.0
ŷ[290]	0.623	0.06	0.524	0.721	0.001	0.0	11437.0	11300.0	11399.0	8749.0	1.0
ŷ[291]	0.477	0.063	0.375	0.581	0.001	0.0	10820.0	10371.0	10977.0	8272.0	1.0
ŷ[292]	0.737	0.046	0.662	0.811	0.0	0.0	14750.0	14750.0	14820.0	8609.0	1.0
ŷ[293]	0.606	0.055	0.516	0.695	0.0	0.0	15844.0	15591.0	15855.0	8607.0	1.0
ŷ[294]	0.595	0.078	0.466	0.719	0.001	0.0	18471.0	18174.0	18524.0	7971.0	1.0
ŷ[295]	0.608	0.078	0.481	0.736	0.001	0.0	20391.0	20356.0	20485.0	7686.0	1.0
ŷ[296]	0.617	0.077	0.492	0.745	0.001	0.0	20248.0	20044.0	20285.0	7467.0	1.0
ŷ[297]	0.777	0.041	0.711	0.845	0.0	0.0	11785.0	11785.0	11927.0	9497.0	1.0
ŷ[298]	0.658	0.051	0.577	0.743	0.0	0.0	12322.0	12322.0	12392.0	8651.0	1.0
ŷ[299]	0.722	0.034	0.668	0.781	0.0	0.0	15094.0	14992.0	14939.0	8527.0	1.0
ŷ[300]	0.722	0.034	0.668	0.781	0.0	0.0	15094.0	14992.0	14939.0	8527.0	1.0
ŷ[301]	0.722	0.034	0.668	0.781	0.0	0.0	15094.0	14992.0	14939.0	8527.0	1.0
ŷ[302]	0.722	0.034	0.668	0.781	0.0	0.0	15094.0	14992.0	14939.0	8527.0	1.0
ŷ[303]	0.722	0.034	0.668	0.781	0.0	0.0	15094.0	14992.0	14939.0	8527.0	1.0
ŷ[304]	0.722	0.034	0.668	0.781	0.0	0.0	15094.0	14992.0	14939.0	8527.0	1.0
ŷ[305]	0.71	0.053	0.623	0.798	0.0	0.0	18501.0	18501.0	18476.0	7786.0	1.0
ŷ[306]	0.71	0.053	0.623	0.798	0.0	0.0	18501.0	18501.0	18476.0	7786.0	1.0
ŷ[307]	0.745	0.044	0.674	0.818	0.0	0.0	13958.0	13958.0	14084.0	8749.0	1.0
ŷ[308]	0.617	0.052	0.532	0.703	0.0	0.0	14788.0	14788.0	14854.0	8843.0	1.0
ŷ[309]	0.68	0.036	0.622	0.742	0.0	0.0	14661.0	14490.0	14515.0	8520.0	1.0
ŷ[310]	0.68	0.036	0.622	0.742	0.0	0.0	14661.0	14490.0	14515.0	8520.0	1.0
ŷ[311]	0.68	0.036	0.622	0.742	0.0	0.0	14661.0	14490.0	14515.0	8520.0	1.0
ŷ[312]	0.68	0.036	0.622	0.742	0.0	0.0	14661.0	14490.0	14515.0	8520.0	1.0
ŷ[313]	0.68	0.036	0.622	0.742	0.0	0.0	14661.0	14490.0	14515.0	8520.0	1.0
ŷ[314]	0.68	0.036	0.622	0.742	0.0	0.0	14661.0	14490.0	14515.0	8520.0	1.0
ŷ[315]	0.667	0.056	0.578	0.764	0.0	0.0	19194.0	19136.0	19165.0	7919.0	1.0
ŷ[316]	0.667	0.056	0.578	0.764	0.0	0.0	19194.0	19136.0	19165.0	7919.0	1.0
ŷ[317]	0.768	0.042	0.698	0.834	0.0	0.0	13254.0	13254.0	13223.0	8700.0	1.0
ŷ[318]	0.646	0.051	0.564	0.73	0.0	0.0	13927.0	13927.0	13946.0	9013.0	1.0
ŷ[319]	0.73	0.033	0.675	0.785	0.0	0.0	14720.0	14605.0	14582.0	8913.0	1.0
ŷ[320]	0.73	0.033	0.675	0.785	0.0	0.0	14720.0	14605.0	14582.0	8913.0	1.0
ŷ[321]	0.73	0.033	0.675	0.785	0.0	0.0	14720.0	14605.0	14582.0	8913.0	1.0
ŷ[322]	0.73	0.033	0.675	0.785	0.0	0.0	14720.0	14605.0	14582.0	8913.0	1.0
ŷ[323]	0.73	0.033	0.675	0.785	0.0	0.0	14720.0	14605.0	14582.0	8913.0	1.0
ŷ[324]	0.73	0.033	0.675	0.785	0.0	0.0	14720.0	14605.0	14582.0	8913.0	1.0
ŷ[325]	0.718	0.052	0.632	0.803	0.0	0.0	18453.0	18166.0	18139.0	7636.0	1.0
ŷ[326]	0.718	0.052	0.632	0.803	0.0	0.0	18453.0	18166.0	18139.0	7636.0	1.0
ŷ[327]	0.615	0.051	0.531	0.698	0.0	0.0	15738.0	15738.0	15801.0	8530.0	1.0
ŷ[328]	0.615	0.051	0.531	0.698	0.0	0.0	15738.0	15738.0	15801.0	8530.0	1.0
ŷ[329]	0.615	0.051	0.531	0.698	0.0	0.0	15738.0	15738.0	15801.0	8530.0	1.0
ŷ[330]	0.602	0.051	0.517	0.685	0.0	0.0	16745.0	16745.0	16865.0	7917.0	1.0
ŷ[331]	0.602	0.051	0.517	0.685	0.0	0.0	16745.0	16745.0	16865.0	7917.0	1.0
ŷ[332]	0.602	0.051	0.517	0.685	0.0	0.0	16745.0	16745.0	16865.0	7917.0	1.0
ŷ[333]	0.644	0.049	0.565	0.726	0.0	0.0	16300.0	16281.0	16302.0	7730.0	1.0
ŷ[334]	0.644	0.049	0.565	0.726	0.0	0.0	16300.0	16281.0	16302.0	7730.0	1.0
ŷ[335]	0.644	0.049	0.565	0.726	0.0	0.0	16300.0	16281.0	16302.0	7730.0	1.0
ŷ[336]	0.63	0.04	0.565	0.698	0.0	0.0	12087.0	12087.0	12090.0	8939.0	1.0
ŷ[337]	0.63	0.04	0.565	0.698	0.0	0.0	12087.0	12087.0	12090.0	8939.0	1.0
ŷ[338]	0.63	0.04	0.565	0.698	0.0	0.0	12087.0	12087.0	12090.0	8939.0	1.0
ŷ[339]	0.63	0.04	0.565	0.698	0.0	0.0	12087.0	12087.0	12090.0	8939.0	1.0
ŷ[340]	0.63	0.04	0.565	0.698	0.0	0.0	12087.0	12087.0	12090.0	8939.0	1.0
ŷ[341]	0.577	0.042	0.507	0.646	0.0	0.0	12985.0	12985.0	13015.0	8281.0	1.0
ŷ[342]	0.577	0.042	0.507	0.646	0.0	0.0	12985.0	12985.0	13015.0	8281.0	1.0
ŷ[343]	0.577	0.042	0.507	0.646	0.0	0.0	12985.0	12985.0	13015.0	8281.0	1.0
ŷ[344]	0.577	0.042	0.507	0.646	0.0	0.0	12985.0	12985.0	13015.0	8281.0	1.0
ŷ[345]	0.577	0.042	0.507	0.646	0.0	0.0	12985.0	12985.0	13015.0	8281.0	1.0
ŷ[346]	0.637	0.041	0.571	0.705	0.0	0.0	13328.0	13317.0	13354.0	8184.0	1.0
ŷ[347]	0.637	0.041	0.571	0.705	0.0	0.0	13328.0	13317.0	13354.0	8184.0	1.0
ŷ[348]	0.637	0.041	0.571	0.705	0.0	0.0	13328.0	13317.0	13354.0	8184.0	1.0
ŷ[349]	0.637	0.041	0.571	0.705	0.0	0.0	13328.0	13317.0	13354.0	8184.0	1.0
ŷ[350]	0.637	0.041	0.571	0.705	0.0	0.0	13328.0	13317.0	13354.0	8184.0	1.0
ŷ[351]	0.414	0.061	0.313	0.514	0.0	0.0	15359.0	14981.0	15406.0	8552.0	1.0
ŷ[352]	0.414	0.061	0.313	0.514	0.0	0.0	15359.0	14981.0	15406.0	8552.0	1.0
ŷ[353]	0.415	0.06	0.314	0.514	0.0	0.0	15996.0	15559.0	15995.0	8571.0	1.0
ŷ[354]	0.415	0.06	0.314	0.514	0.0	0.0	15996.0	15559.0	15995.0	8571.0	1.0
ŷ[355]	0.454	0.062	0.351	0.555	0.0	0.0	17335.0	17139.0	17318.0	7830.0	1.0
ŷ[356]	0.454	0.062	0.351	0.555	0.0	0.0	17335.0	17139.0	17318.0	7830.0	1.0
φ	8.935	0.591	7.941	9.88	0.006	0.005	8284.0	8245.0	8301.0	7586.0	1.0
